RICO GUI,description,method_name,method_id,uuid,key
28271,"A page from an app to buy different items from people in the own city or region using keywords, categories and the own location to generate suggestions.",03_rag_zs_k_3_direct,8,d1da16dc-4f55-460f-902f-2eac9cd67102,0228
28271,"A page from an app to buy different items from people in the own city or region using keywords, categories and the own location to generate suggestions.",03_rag_zs_k_5_direct,9,9afe0966-b1b9-4561-adc6-b72083236517,0229
28271,"A page from an app to buy different items from people in the own city or region using keywords, categories and the own location to generate suggestions.",03_rag_zs_k_7_direct,10,367fe8f3-38da-45e9-9e32-e4816a7c36d9,0230
28271,"A page from an app to buy different items from people in the own city or region using keywords, categories and the own location to generate suggestions.",03_rag_zs_k_3_direct_content,11,b27e1698-9eb1-4314-a66c-046705ec4879,0231
28271,"A page from an app to buy different items from people in the own city or region using keywords, categories and the own location to generate suggestions.",03_rag_zs_k_3_direct_pd_zs,12,3dc291c9-eaeb-4257-9bd7-72007958d3a3,0232
28271,"A page from an app to buy different items from people in the own city or region using keywords, categories and the own location to generate suggestions.",03_rag_zs_k_3_feat_layout,13,c1c51b7e-16aa-45bf-ae5a-d979d8c254b9,0233
28271,"A page from an app to buy different items from people in the own city or region using keywords, categories and the own location to generate suggestions.",04_self_critique_base_zs_instruction_k_1,14,497853a9-0f07-410a-97ed-948b9e486ce4,0234
28271,"A page from an app to buy different items from people in the own city or region using keywords, categories and the own location to generate suggestions.",04_self_critique_base_zs_instruction_k_2,15,55b9bc58-341b-41f7-bbbf-20608ad47107,0235
28271,"A page from an app to buy different items from people in the own city or region using keywords, categories and the own location to generate suggestions.",04_self_critique_base_zs_instruction_k_3,16,ebf2fe09-bccd-4146-9aea-10adea2b5ae5,0236
28271,"A page from an app to buy different items from people in the own city or region using keywords, categories and the own location to generate suggestions.",04_self_critique_base_zs_instruction_k_4,17,f4b36efc-6219-4636-8b95-7d480573a0b2,0237
28271,"A page from an app to buy different items from people in the own city or region using keywords, categories and the own location to generate suggestions.",04_self_critique_base_zs_instruction_content_k_3,18,abf0e0aa-1c0c-4e6e-ba14-6b411aa96530,0238
28271,"A page from an app to buy different items from people in the own city or region using keywords, categories and the own location to generate suggestions.",04_self_critique_base_pd_zs_k_3,19,cad868c0-2357-4781-9394-b8a9e3f84ea8,0239
28271,"A page from an app to buy different items from people in the own city or region using keywords, categories and the own location to generate suggestions.",04_self_critique_base_rag_zs_k_3_direct_k_3,20,62891bbc-8550-4efa-93d2-5865834f7480,0240
28918,An app made for navigation.,01_baselines_zs_instruction,1,0bf29899-9413-41db-9d27-9cb784bff6bc,0241
28918,An app made for navigation.,01_baselines_zs_cot,2,73fe016e-494f-4c66-9c12-d5b56c55dd14,0242
28918,An app made for navigation.,01_baselines_zs_cot_content,3,a4668213-7386-42bb-ad1a-6148c0cf7028,0243
28918,An app made for navigation.,02_prompt_decomposition_pd_zs,4,1761bbbf-9188-4838-95c1-b3dc1795ef92,0244
28918,An app made for navigation.,02_prompt_decomposition_pd_zs_cot,5,40e8f732-320d-404b-98c3-3058106d1a86,0245
28918,An app made for navigation.,02_prompt_decomposition_pd_zs_content,6,42160f91-a735-40b8-bac2-ef7c042ea428,0246
28918,An app made for navigation.,03_rag_zs_k_1_direct,7,03f52f5b-1438-4bba-b2db-c1566c2ad111,0247
28918,An app made for navigation.,03_rag_zs_k_3_direct,8,44acdff9-4b04-4253-8265-8b53bcceaa7e,0248
28918,An app made for navigation.,03_rag_zs_k_5_direct,9,5a1c89b6-42c1-4b28-bf75-2654e0843a5e,0249
28918,An app made for navigation.,03_rag_zs_k_7_direct,10,69f2b841-8822-420d-a83d-445666bb64af,0250
28918,An app made for navigation.,03_rag_zs_k_3_direct_content,11,8b23d472-7cd7-4b6d-9220-7f5426f1b212,0251
28918,An app made for navigation.,03_rag_zs_k_3_direct_pd_zs,12,96bc1f89-c540-472a-b414-c668766dad40,0252
28918,An app made for navigation.,03_rag_zs_k_3_feat_layout,13,4d8fca8a-56d5-4503-b122-543245d944ef,0253
28918,An app made for navigation.,04_self_critique_base_zs_instruction_k_1,14,0c954ffa-d29e-4d63-bdc9-05ea43ca749a,0254
28918,An app made for navigation.,04_self_critique_base_zs_instruction_k_2,15,3aa91a6d-d737-49c6-a21f-1e71178e892c,0255
28918,An app made for navigation.,04_self_critique_base_zs_instruction_k_3,16,de01385c-49c9-4873-ba26-5fecfa3fd63d,0256
28918,An app made for navigation.,04_self_critique_base_zs_instruction_k_4,17,600a5bc7-7666-46f8-a22e-6c051387fe31,0257
28918,An app made for navigation.,04_self_critique_base_zs_instruction_content_k_3,18,aa94673f-1267-4069-acc6-1abda3b9dc1d,0258
28918,An app made for navigation.,04_self_critique_base_pd_zs_k_3,19,2acc2a02-d9a9-4c6a-9826-838bb0d9d2d3,0259
28918,An app made for navigation.,04_self_critique_base_rag_zs_k_3_direct_k_3,20,d656ac06-5110-41db-8289-1b807bddbc81,0260
29637,"A page from a sports news app, showing a list of articles.",01_baselines_zs_instruction,1,6f36ba2d-6c07-48bf-bd4a-9a1dce8f6f6f,0261
29637,"A page from a sports news app, showing a list of articles.",01_baselines_zs_cot,2,17c4ef2c-31f4-4638-9e81-6a7741341599,0262
29637,"A page from a sports news app, showing a list of articles.",01_baselines_zs_cot_content,3,a49119ce-e13d-4390-a6a6-6480f8e009af,0263
29637,"A page from a sports news app, showing a list of articles.",02_prompt_decomposition_pd_zs,4,9671c44b-588a-4e34-87e6-beba283021df,0264
29637,"A page from a sports news app, showing a list of articles.",02_prompt_decomposition_pd_zs_cot,5,aacf4ed3-c00f-4c79-85fb-e838ca2b1922,0265
29637,"A page from a sports news app, showing a list of articles.",02_prompt_decomposition_pd_zs_content,6,4e82f4d2-0ba6-4c57-abed-71140732ac23,0266
29637,"A page from a sports news app, showing a list of articles.",03_rag_zs_k_1_direct,7,2a8a29b6-468e-4db0-91ac-f1d0896b4973,0267
29637,"A page from a sports news app, showing a list of articles.",03_rag_zs_k_3_direct,8,83e23da0-0be4-4ab7-bb1c-79951f80d25f,0268
29637,"A page from a sports news app, showing a list of articles.",03_rag_zs_k_5_direct,9,43490e0f-a607-40d9-9f73-8f2c9b8266f7,0269
29637,"A page from a sports news app, showing a list of articles.",03_rag_zs_k_7_direct,10,c5a57bad-3115-4413-9419-846816127544,0270
29637,"A page from a sports news app, showing a list of articles.",03_rag_zs_k_3_direct_content,11,fa7ae29e-5016-487b-b0f3-f95e14819a57,0271
29637,"A page from a sports news app, showing a list of articles.",03_rag_zs_k_3_direct_pd_zs,12,1262fa17-f4d2-4742-947c-e4c861b4ed9b,0272
29637,"A page from a sports news app, showing a list of articles.",03_rag_zs_k_3_feat_layout,13,c16ca125-d340-4de6-a47d-954070586283,0273
29637,"A page from a sports news app, showing a list of articles.",04_self_critique_base_zs_instruction_k_1,14,f6f55730-f8b4-4ab3-9127-bf81ef79db9e,0274
29637,"A page from a sports news app, showing a list of articles.",04_self_critique_base_zs_instruction_k_2,15,36cc9fd4-b148-49be-a4cc-1d35521c70e1,0275
29637,"A page from a sports news app, showing a list of articles.",04_self_critique_base_zs_instruction_k_3,16,721869ea-9371-4aba-86a8-b61f593f1777,0276
29637,"A page from a sports news app, showing a list of articles.",04_self_critique_base_zs_instruction_k_4,17,b913c6d6-e46a-4e56-bec7-f021ea565be0,0277
29637,"A page from a sports news app, showing a list of articles.",04_self_critique_base_zs_instruction_content_k_3,18,c5767d76-85ce-4d0d-ab41-51d85db9914f,0278
29637,"A page from a sports news app, showing a list of articles.",04_self_critique_base_pd_zs_k_3,19,e5b33a2e-705d-4b24-99e5-ba5cc0030f30,0279
29637,"A page from a sports news app, showing a list of articles.",04_self_critique_base_rag_zs_k_3_direct_k_3,20,228cb437-17fc-45ad-acaa-b5921abf4d52,0280
30144,"A page of an recipe finder, showing pictures of the food",01_baselines_zs_instruction,1,87d38b96-08da-4b42-b736-251f43eee421,0281
30144,"A page of an recipe finder, showing pictures of the food",01_baselines_zs_cot,2,f52320a0-690b-4efd-bb75-355c26e2add9,0282
30144,"A page of an recipe finder, showing pictures of the food",01_baselines_zs_cot_content,3,f0b85aea-c26e-4cbe-b92f-cfc3a1e5bb5a,0283
30144,"A page of an recipe finder, showing pictures of the food",02_prompt_decomposition_pd_zs,4,652c6f40-8a38-4feb-b4eb-b366fd3b5458,0284
30144,"A page of an recipe finder, showing pictures of the food",02_prompt_decomposition_pd_zs_cot,5,6db4ac1d-4f3e-4459-9251-e9b3daf4cf6f,0285
30144,"A page of an recipe finder, showing pictures of the food",02_prompt_decomposition_pd_zs_content,6,5bb309f8-b734-4591-95a2-a16b7a1d85df,0286
30144,"A page of an recipe finder, showing pictures of the food",03_rag_zs_k_1_direct,7,8fbedcce-d603-4e91-b17e-d27d2732e2bb,0287
30144,"A page of an recipe finder, showing pictures of the food",03_rag_zs_k_3_direct,8,79b16aa6-a466-420a-86f2-6b3499ed9b43,0288
30144,"A page of an recipe finder, showing pictures of the food",03_rag_zs_k_5_direct,9,b899b3f1-37aa-4c76-a0a3-b34c3742dea8,0289
30144,"A page of an recipe finder, showing pictures of the food",03_rag_zs_k_7_direct,10,00526848-a03a-4d39-a613-84a7e3d2270c,0290
30144,"A page of an recipe finder, showing pictures of the food",03_rag_zs_k_3_direct_content,11,3d6d1039-3e3a-4ca9-913c-07a7a28d6b44,0291
30144,"A page of an recipe finder, showing pictures of the food",03_rag_zs_k_3_direct_pd_zs,12,8877eed5-3a45-4b7c-8a97-509647e27d79,0292
30144,"A page of an recipe finder, showing pictures of the food",03_rag_zs_k_3_feat_layout,13,7c3590a4-03c2-474b-a59d-0fe7ff7954b2,0293
30144,"A page of an recipe finder, showing pictures of the food",04_self_critique_base_zs_instruction_k_1,14,49014ade-4d95-46e0-a421-7beaec24270b,0294
30144,"A page of an recipe finder, showing pictures of the food",04_self_critique_base_zs_instruction_k_2,15,c992d86a-9b2c-4052-a618-b3d0241be838,0295
30144,"A page of an recipe finder, showing pictures of the food",04_self_critique_base_zs_instruction_k_3,16,e3b0a830-192f-49c1-ae15-9b6d1e19299d,0296
30144,"A page of an recipe finder, showing pictures of the food",04_self_critique_base_zs_instruction_k_4,17,4901631d-2b0c-4af0-959c-2212f3869771,0297
30144,"A page of an recipe finder, showing pictures of the food",04_self_critique_base_zs_instruction_content_k_3,18,e77a58ff-d339-463f-a656-70c66572da88,0298
30144,"A page of an recipe finder, showing pictures of the food",04_self_critique_base_pd_zs_k_3,19,d3c7409c-3283-4119-91ba-5b3150fff193,0299
30144,"A page of an recipe finder, showing pictures of the food",04_self_critique_base_rag_zs_k_3_direct_k_3,20,68a6dac2-21e7-402a-92e2-2b9c63328c15,0300
32930,"A page from map app, showing that in the settings of the map, you can choose to show in the map the natural occurences or disasters which might happen in your daily life.",01_baselines_zs_instruction,1,c8ad102f-8f88-4068-b26a-72d0492a4726,0301
32930,"A page from map app, showing that in the settings of the map, you can choose to show in the map the natural occurences or disasters which might happen in your daily life.",01_baselines_zs_cot,2,bd3ca7e8-9c1e-4ffe-acb9-d4f32016894b,0302
32930,"A page from map app, showing that in the settings of the map, you can choose to show in the map the natural occurences or disasters which might happen in your daily life.",01_baselines_zs_cot_content,3,0a7d0753-2006-409f-8308-b2142e8a8d8b,0303
32930,"A page from map app, showing that in the settings of the map, you can choose to show in the map the natural occurences or disasters which might happen in your daily life.",02_prompt_decomposition_pd_zs,4,e2b904f8-731c-4180-b027-2647a98cede8,0304
32930,"A page from map app, showing that in the settings of the map, you can choose to show in the map the natural occurences or disasters which might happen in your daily life.",02_prompt_decomposition_pd_zs_cot,5,3bbceba6-3d8b-4a33-899f-4a05ab58c4e1,0305
32930,"A page from map app, showing that in the settings of the map, you can choose to show in the map the natural occurences or disasters which might happen in your daily life.",02_prompt_decomposition_pd_zs_content,6,b104e50f-5432-47b7-84a1-86fae27a0ed8,0306
32930,"A page from map app, showing that in the settings of the map, you can choose to show in the map the natural occurences or disasters which might happen in your daily life.",03_rag_zs_k_1_direct,7,d254772d-9569-4d59-8893-0d37114231ff,0307
32930,"A page from map app, showing that in the settings of the map, you can choose to show in the map the natural occurences or disasters which might happen in your daily life.",03_rag_zs_k_3_direct,8,1fd16746-315f-44df-a902-cac251504dfd,0308
32930,"A page from map app, showing that in the settings of the map, you can choose to show in the map the natural occurences or disasters which might happen in your daily life.",03_rag_zs_k_5_direct,9,30d08a2a-db02-4a65-9fc4-8ca6fed6abaf,0309
32930,"A page from map app, showing that in the settings of the map, you can choose to show in the map the natural occurences or disasters which might happen in your daily life.",03_rag_zs_k_7_direct,10,680b14d0-4414-4488-82ba-9f01fa89475d,0310
32930,"A page from map app, showing that in the settings of the map, you can choose to show in the map the natural occurences or disasters which might happen in your daily life.",03_rag_zs_k_3_direct_content,11,1ff8860f-b216-4b2d-b442-3be5f4169b74,0311
32930,"A page from map app, showing that in the settings of the map, you can choose to show in the map the natural occurences or disasters which might happen in your daily life.",03_rag_zs_k_3_direct_pd_zs,12,e6881e0c-d0ae-4d09-92b4-3db442978ab9,0312
32930,"A page from map app, showing that in the settings of the map, you can choose to show in the map the natural occurences or disasters which might happen in your daily life.",03_rag_zs_k_3_feat_layout,13,1ccd8cb4-18ef-487a-b235-fd94b24068a4,0313
32930,"A page from map app, showing that in the settings of the map, you can choose to show in the map the natural occurences or disasters which might happen in your daily life.",04_self_critique_base_zs_instruction_k_1,14,2f2d89f3-54cc-41ce-944b-516065d0896d,0314
32930,"A page from map app, showing that in the settings of the map, you can choose to show in the map the natural occurences or disasters which might happen in your daily life.",04_self_critique_base_zs_instruction_k_2,15,d7faffd1-c690-4573-85c9-4a623d89bead,0315
32930,"A page from map app, showing that in the settings of the map, you can choose to show in the map the natural occurences or disasters which might happen in your daily life.",04_self_critique_base_zs_instruction_k_3,16,95becc30-d539-445d-ae20-7c5596960f77,0316
32930,"A page from map app, showing that in the settings of the map, you can choose to show in the map the natural occurences or disasters which might happen in your daily life.",04_self_critique_base_zs_instruction_k_4,17,9796b02d-213f-479e-9a99-f2f43295c17e,0317
32930,"A page from map app, showing that in the settings of the map, you can choose to show in the map the natural occurences or disasters which might happen in your daily life.",04_self_critique_base_zs_instruction_content_k_3,18,1aad8f8f-8514-4c52-87bf-ce8cabc6fc69,0318
32930,"A page from map app, showing that in the settings of the map, you can choose to show in the map the natural occurences or disasters which might happen in your daily life.",04_self_critique_base_pd_zs_k_3,19,a9188693-3d89-40b7-96b7-fbe4790c8df7,0319
32930,"A page from map app, showing that in the settings of the map, you can choose to show in the map the natural occurences or disasters which might happen in your daily life.",04_self_critique_base_rag_zs_k_3_direct_k_3,20,effd816b-f7eb-47ec-bf73-025a86576a99,0320
33061,"A GUI from a clothing app showing various categories like New Arrivals, Women, Men, Home, etc.",01_baselines_zs_instruction,1,6f79bff2-a427-4fe7-9bfb-35b8eff8ddd2,0321
33061,"A GUI from a clothing app showing various categories like New Arrivals, Women, Men, Home, etc.",01_baselines_zs_cot,2,419b983b-2c62-4d5b-8a70-a77bc844b874,0322
33061,"A GUI from a clothing app showing various categories like New Arrivals, Women, Men, Home, etc.",01_baselines_zs_cot_content,3,7864b4dd-0dff-4e20-96c9-a85ada6a1946,0323
33061,"A GUI from a clothing app showing various categories like New Arrivals, Women, Men, Home, etc.",02_prompt_decomposition_pd_zs,4,6c387eda-fa5f-471c-baae-f88affcd4a6d,0324
33061,"A GUI from a clothing app showing various categories like New Arrivals, Women, Men, Home, etc.",02_prompt_decomposition_pd_zs_cot,5,85f15f42-7a95-4a01-84da-744a86ca999b,0325
33061,"A GUI from a clothing app showing various categories like New Arrivals, Women, Men, Home, etc.",02_prompt_decomposition_pd_zs_content,6,d238ed93-bf68-4aa0-a861-7a7384c63951,0326
33061,"A GUI from a clothing app showing various categories like New Arrivals, Women, Men, Home, etc.",03_rag_zs_k_1_direct,7,00b21cc4-ee0a-46ff-af02-c3cab955ef06,0327
33061,"A GUI from a clothing app showing various categories like New Arrivals, Women, Men, Home, etc.",03_rag_zs_k_3_direct,8,f1add3a5-e05d-422f-95e0-01e1fca8ea1e,0328
33061,"A GUI from a clothing app showing various categories like New Arrivals, Women, Men, Home, etc.",03_rag_zs_k_5_direct,9,2ed18353-f0c5-46ab-805e-5e6241eea941,0329
33061,"A GUI from a clothing app showing various categories like New Arrivals, Women, Men, Home, etc.",03_rag_zs_k_7_direct,10,3ec00ed2-0e5b-4ba5-a2a0-7f6cb3e10f70,0330
33061,"A GUI from a clothing app showing various categories like New Arrivals, Women, Men, Home, etc.",03_rag_zs_k_3_direct_content,11,942dd572-a8c8-462a-8845-f759ea17669c,0331
33061,"A GUI from a clothing app showing various categories like New Arrivals, Women, Men, Home, etc.",03_rag_zs_k_3_direct_pd_zs,12,18ea69ab-8dc3-4a33-96cc-86eb53a56d45,0332
33061,"A GUI from a clothing app showing various categories like New Arrivals, Women, Men, Home, etc.",03_rag_zs_k_3_feat_layout,13,8634ebb3-e642-4371-967b-cebae06c3238,0333
33061,"A GUI from a clothing app showing various categories like New Arrivals, Women, Men, Home, etc.",04_self_critique_base_zs_instruction_k_1,14,5320dad5-7fc4-4969-ba63-c859732a030e,0334
33061,"A GUI from a clothing app showing various categories like New Arrivals, Women, Men, Home, etc.",04_self_critique_base_zs_instruction_k_2,15,34c0b670-76f0-4201-82b1-c6ffa8b82bda,0335
33061,"A GUI from a clothing app showing various categories like New Arrivals, Women, Men, Home, etc.",04_self_critique_base_zs_instruction_k_3,16,ecc13609-7540-4c8e-8e7f-eb65c1b8c9ad,0336
33061,"A GUI from a clothing app showing various categories like New Arrivals, Women, Men, Home, etc.",04_self_critique_base_zs_instruction_k_4,17,c86993ae-d067-4839-99b7-0664726a0fb8,0337
33061,"A GUI from a clothing app showing various categories like New Arrivals, Women, Men, Home, etc.",04_self_critique_base_zs_instruction_content_k_3,18,c1a80188-e958-4c8e-aca9-e961971846e7,0338
33061,"A GUI from a clothing app showing various categories like New Arrivals, Women, Men, Home, etc.",04_self_critique_base_pd_zs_k_3,19,05524b24-81b2-4c43-9cf3-8cb8afe4f4a9,0339
33061,"A GUI from a clothing app showing various categories like New Arrivals, Women, Men, Home, etc.",04_self_critique_base_rag_zs_k_3_direct_k_3,20,a97e9ec2-24ee-4d2b-81f2-e7d814a00308,0340
33575,"A page from a trip booking app, users can enter information about destination, travel time, people who travel etc. to search for options to sleep in.",01_baselines_zs_instruction,1,c55b4910-767f-4aa4-8b00-a9186a65dbb9,0341
33575,"A page from a trip booking app, users can enter information about destination, travel time, people who travel etc. to search for options to sleep in.",01_baselines_zs_cot,2,6852fa1a-26d7-4a52-9ef6-1a4d78e4ede9,0342
33575,"A page from a trip booking app, users can enter information about destination, travel time, people who travel etc. to search for options to sleep in.",01_baselines_zs_cot_content,3,094cb094-1775-4461-a448-d230d340f109,0343
33575,"A page from a trip booking app, users can enter information about destination, travel time, people who travel etc. to search for options to sleep in.",02_prompt_decomposition_pd_zs,4,edda6411-e15e-4241-8a70-98927ff06f22,0344
33575,"A page from a trip booking app, users can enter information about destination, travel time, people who travel etc. to search for options to sleep in.",02_prompt_decomposition_pd_zs_cot,5,0eed81de-b856-48a7-ab40-4889df94d049,0345
33575,"A page from a trip booking app, users can enter information about destination, travel time, people who travel etc. to search for options to sleep in.",02_prompt_decomposition_pd_zs_content,6,34cf1cc6-49e4-4d36-9373-7d1b71209ce1,0346
33575,"A page from a trip booking app, users can enter information about destination, travel time, people who travel etc. to search for options to sleep in.",03_rag_zs_k_1_direct,7,981edc2c-1a22-445a-a490-471ebb1f7483,0347
33575,"A page from a trip booking app, users can enter information about destination, travel time, people who travel etc. to search for options to sleep in.",03_rag_zs_k_3_direct,8,e04b133a-e84c-4001-bed3-d9d5ba400c2b,0348
33575,"A page from a trip booking app, users can enter information about destination, travel time, people who travel etc. to search for options to sleep in.",03_rag_zs_k_5_direct,9,f1be082f-a54e-495c-b7fa-bcf49d9a7f28,0349
33575,"A page from a trip booking app, users can enter information about destination, travel time, people who travel etc. to search for options to sleep in.",03_rag_zs_k_7_direct,10,fd9c9e9f-f2c5-4b9c-88a5-23fe20fa86db,0350
33575,"A page from a trip booking app, users can enter information about destination, travel time, people who travel etc. to search for options to sleep in.",03_rag_zs_k_3_direct_content,11,a12540f8-6e2d-431a-9507-fde74c1ad4ae,0351
33575,"A page from a trip booking app, users can enter information about destination, travel time, people who travel etc. to search for options to sleep in.",03_rag_zs_k_3_direct_pd_zs,12,b9e3bd8e-8605-4ee5-95fd-167133df69eb,0352
33575,"A page from a trip booking app, users can enter information about destination, travel time, people who travel etc. to search for options to sleep in.",03_rag_zs_k_3_feat_layout,13,41cade90-389c-4115-9c2e-35269ea51f1a,0353
33575,"A page from a trip booking app, users can enter information about destination, travel time, people who travel etc. to search for options to sleep in.",04_self_critique_base_zs_instruction_k_1,14,e846cbc9-17f7-4074-a03c-25744e5ed113,0354
33575,"A page from a trip booking app, users can enter information about destination, travel time, people who travel etc. to search for options to sleep in.",04_self_critique_base_zs_instruction_k_2,15,ba18f0e6-a207-4e1f-90b9-0a189efff69b,0355
33575,"A page from a trip booking app, users can enter information about destination, travel time, people who travel etc. to search for options to sleep in.",04_self_critique_base_zs_instruction_k_3,16,4524550d-4a6a-451a-9eb6-3e981908c386,0356
33575,"A page from a trip booking app, users can enter information about destination, travel time, people who travel etc. to search for options to sleep in.",04_self_critique_base_zs_instruction_k_4,17,1fa7f06b-dadd-469c-8acf-9a4384b4c43e,0357
33575,"A page from a trip booking app, users can enter information about destination, travel time, people who travel etc. to search for options to sleep in.",04_self_critique_base_zs_instruction_content_k_3,18,a550fc3f-c777-4550-bf09-01ffcb31603f,0358
33575,"A page from a trip booking app, users can enter information about destination, travel time, people who travel etc. to search for options to sleep in.",04_self_critique_base_pd_zs_k_3,19,9a16184a-f8e8-4306-acb0-b86f81f2ee4c,0359
33575,"A page from a trip booking app, users can enter information about destination, travel time, people who travel etc. to search for options to sleep in.",04_self_critique_base_rag_zs_k_3_direct_k_3,20,6b51e7df-3ed5-4236-8f31-fae693530eaa,0360
34366,This shows the upcoming shows in the personal calender whether it is a new season or a new film.,01_baselines_zs_instruction,1,c4eb0646-1f89-4974-b1a8-360f318caca5,0361
34366,This shows the upcoming shows in the personal calender whether it is a new season or a new film.,01_baselines_zs_cot,2,c50aa374-8272-498c-ba36-21df447a0f31,0362
34366,This shows the upcoming shows in the personal calender whether it is a new season or a new film.,01_baselines_zs_cot_content,3,183dda89-0c3a-4c4d-80fa-d54b4e16ae3c,0363
34366,This shows the upcoming shows in the personal calender whether it is a new season or a new film.,02_prompt_decomposition_pd_zs,4,1c427007-6e75-4021-8c14-bbafc8f78e89,0364
34366,This shows the upcoming shows in the personal calender whether it is a new season or a new film.,02_prompt_decomposition_pd_zs_cot,5,96526659-3feb-4706-bf03-879e0be8fb41,0365
34366,This shows the upcoming shows in the personal calender whether it is a new season or a new film.,02_prompt_decomposition_pd_zs_content,6,10e45ef0-d280-4a05-9d80-191b6a9482e1,0366
34366,This shows the upcoming shows in the personal calender whether it is a new season or a new film.,03_rag_zs_k_1_direct,7,1fca78cb-cb0c-48cb-b7f1-aac4a04870e1,0367
34366,This shows the upcoming shows in the personal calender whether it is a new season or a new film.,03_rag_zs_k_3_direct,8,1ec78fe4-19ab-4c68-93f7-3cbfeffe8b41,0368
34366,This shows the upcoming shows in the personal calender whether it is a new season or a new film.,03_rag_zs_k_5_direct,9,c46e022f-1320-4268-b53e-8033e1b8683c,0369
34366,This shows the upcoming shows in the personal calender whether it is a new season or a new film.,03_rag_zs_k_7_direct,10,f3764fb8-df84-4532-85c9-a87331701e2f,0370
34366,This shows the upcoming shows in the personal calender whether it is a new season or a new film.,03_rag_zs_k_3_direct_content,11,4ffeb88a-2f89-4a3f-99c6-2e5a148bf14e,0371
34366,This shows the upcoming shows in the personal calender whether it is a new season or a new film.,03_rag_zs_k_3_direct_pd_zs,12,ff8d9102-6cf2-44a6-84cf-99408d792399,0372
34366,This shows the upcoming shows in the personal calender whether it is a new season or a new film.,03_rag_zs_k_3_feat_layout,13,771ed7b1-fbc6-4a2b-a9ba-1b065760ef31,0373
34366,This shows the upcoming shows in the personal calender whether it is a new season or a new film.,04_self_critique_base_zs_instruction_k_1,14,cef93b0f-1bdf-4bb8-a16f-3d5086f34c4e,0374
34366,This shows the upcoming shows in the personal calender whether it is a new season or a new film.,04_self_critique_base_zs_instruction_k_2,15,9c55b131-50b0-4138-8d7d-016bf66f4fe1,0375
34366,This shows the upcoming shows in the personal calender whether it is a new season or a new film.,04_self_critique_base_zs_instruction_k_3,16,6ce1b00e-be2e-4f3c-8837-73644e195dbf,0376
34366,This shows the upcoming shows in the personal calender whether it is a new season or a new film.,04_self_critique_base_zs_instruction_k_4,17,a81b03ed-5197-4f8f-975d-f96b4c29845c,0377
34366,This shows the upcoming shows in the personal calender whether it is a new season or a new film.,04_self_critique_base_zs_instruction_content_k_3,18,ddf0621e-76ba-4d9b-8dc9-a6b43926e24c,0378
34366,This shows the upcoming shows in the personal calender whether it is a new season or a new film.,04_self_critique_base_pd_zs_k_3,19,59823eaf-fd39-40ed-824e-b557f3b5a1fd,0379
34366,This shows the upcoming shows in the personal calender whether it is a new season or a new film.,04_self_critique_base_rag_zs_k_3_direct_k_3,20,f17e2f6e-59e1-44bc-bff3-f4d360fa8db4,0380
34938,"A page from a tableware shopping app, allowing users to search for an item, scan a barcode or look for a category of tableware.",01_baselines_zs_instruction,1,bba80006-0b0e-46ba-8fb7-1d3fe01d18b8,0381
34938,"A page from a tableware shopping app, allowing users to search for an item, scan a barcode or look for a category of tableware.",01_baselines_zs_cot,2,44ec2c84-8738-4141-93be-f1053f1b28c6,0382
34938,"A page from a tableware shopping app, allowing users to search for an item, scan a barcode or look for a category of tableware.",01_baselines_zs_cot_content,3,f38c235f-478d-4fe9-b283-7dcbd61a9915,0383
34938,"A page from a tableware shopping app, allowing users to search for an item, scan a barcode or look for a category of tableware.",02_prompt_decomposition_pd_zs,4,5b39c694-1594-4de8-a09b-a5d4f0ad0b79,0384
34938,"A page from a tableware shopping app, allowing users to search for an item, scan a barcode or look for a category of tableware.",02_prompt_decomposition_pd_zs_cot,5,6edf66ab-19f4-4ee4-8985-9e695b540731,0385
34938,"A page from a tableware shopping app, allowing users to search for an item, scan a barcode or look for a category of tableware.",02_prompt_decomposition_pd_zs_content,6,ca15f856-ff33-4a95-9ea6-9b55d99ac833,0386
34938,"A page from a tableware shopping app, allowing users to search for an item, scan a barcode or look for a category of tableware.",03_rag_zs_k_1_direct,7,ddb0bf4a-1ae3-452d-9015-78e7a531fa3a,0387
34938,"A page from a tableware shopping app, allowing users to search for an item, scan a barcode or look for a category of tableware.",03_rag_zs_k_3_direct,8,987fc377-d654-4026-9dc0-746a248191ea,0388
34938,"A page from a tableware shopping app, allowing users to search for an item, scan a barcode or look for a category of tableware.",03_rag_zs_k_5_direct,9,91a45d49-6707-43d0-add1-6bd5aae444cf,0389
34938,"A page from a tableware shopping app, allowing users to search for an item, scan a barcode or look for a category of tableware.",03_rag_zs_k_7_direct,10,715019f7-ed41-4f64-b95b-3578d02fea30,0390
34938,"A page from a tableware shopping app, allowing users to search for an item, scan a barcode or look for a category of tableware.",03_rag_zs_k_3_direct_content,11,726fdc8c-9734-45a8-b1ec-57ce0d177e70,0391
34938,"A page from a tableware shopping app, allowing users to search for an item, scan a barcode or look for a category of tableware.",03_rag_zs_k_3_direct_pd_zs,12,254ac955-a725-4a60-9fb3-47f3898fbd7f,0392
34938,"A page from a tableware shopping app, allowing users to search for an item, scan a barcode or look for a category of tableware.",03_rag_zs_k_3_feat_layout,13,2bdee32c-d4dd-42a7-be76-4a8088616e79,0393
34938,"A page from a tableware shopping app, allowing users to search for an item, scan a barcode or look for a category of tableware.",04_self_critique_base_zs_instruction_k_1,14,185aacec-a9f9-4427-9709-d814413f79b1,0394
